2016-06-09 20:15:43,067 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@2a5ca609: startup date [Thu Jun 09 20:15:43 CEST 2016]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2016-06-09 20:15:43,770 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[C:\Users\alexa_000\Desktop\Uni\SWA\T2\apacheMQ\apache-activemq-5.13.3\bin\..\data\kahadb] | org.apache.activemq.broker.BrokerService | main
2016-06-09 20:15:43,816 | INFO  | PListStore:[C:\Users\alexa_000\Desktop\Uni\SWA\T2\apacheMQ\apache-activemq-5.13.3\bin\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2016-06-09 20:15:43,948 | INFO  | Apache ActiveMQ 5.13.3 (localhost, ID:AlexAdamenko-63136-1465496143832-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2016-06-09 20:15:43,970 | INFO  | Listening for connections at: tcp://AlexAdamenko:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2016-06-09 20:15:43,970 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2016-06-09 20:15:43,970 | INFO  | Listening for connections at: amqp://AlexAdamenko:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2016-06-09 20:15:43,986 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2016-06-09 20:15:44,001 | INFO  | Listening for connections at: stomp://AlexAdamenko:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2016-06-09 20:15:44,001 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2016-06-09 20:15:44,001 | INFO  | Listening for connections at: mqtt://AlexAdamenko:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2016-06-09 20:15:44,017 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2016-06-09 20:15:44,101 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@f99f5e0{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2016-06-09 20:15:44,171 | INFO  | Listening for connections at ws://AlexAdamenko:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
